,dtm,MIP,Solar_MW,Solar_capacity_mwp,Solar_installedcapacity_mwp,Wind_MW,SS_Price,boa_MWh,DA_Price
41207,2023-01-26T11:30:00Z,159.04,324.578697,2271.3025945,2412.3003708,1119.984,113.5,0.0,146.16
41208,2023-01-26T12:00:00Z,159.03,300.387583,2271.3025945,2412.3003708,1164.264,113.55,0.0,148.3
41209,2023-01-26T12:30:00Z,154.51,322.022418,2271.3025945,2412.3003708,1175.304,113.55,0.0,148.3
41210,2023-01-26T13:00:00Z,150.94,283.732023,2271.3025945,2412.3003708,1174.322,113.55,0.0,152.21
41211,2023-01-26T13:30:00Z,149.1,287.969491,2271.3025945,2412.3003708,1178.502,113.55,0.0,152.21
41212,2023-01-26T14:00:00Z,165.58,243.208554,2271.3025945,2412.3003708,1179.704,113.75,0.0,153.35
41213,2023-01-26T14:30:00Z,175.56,196.864079,2271.3025945,2412.3003708,1174.242,235.0,0.0,153.35
41214,2023-01-26T15:00:00Z,160.09,126.0463497,2271.3025945,2412.3003708,1128.482,114.0,0.0,170.0
41215,2023-01-26T15:30:00Z,186.96,40.0021187,2271.3025945,2412.3003708,1113.202,304.28358,0.0,170.0
41216,2023-01-26T16:00:00Z,164.28,4.296410844,2271.3025945,2412.3003708,1124.264,310.0,0.0,178.97
41217,2023-01-26T16:30:00Z,206.51,0.0053717677,2271.3025945,2412.3003708,1115.124,310.0,0.0,178.97
41218,2023-01-26T17:00:00Z,189.96,0.0,2271.3025945,2412.3003708,993.024,309.0,0.0,170.4
41219,2023-01-26T17:30:00Z,206.19,0.0,2271.3025945,2412.3003708,924.144,305.0,0.0,170.4
41220,2023-01-26T18:00:00Z,199.59,0.0,2271.3025945,2412.3003708,859.544,305.0,0.0,164.19
41221,2023-01-26T18:30:00Z,188.15,0.0,2271.3025945,2412.3003708,691.024,272.5,0.0,164.19
41222,2023-01-26T19:00:00Z,194.78,0.0,2271.3025945,2412.3003708,542.184,267.0,0.0,146.12
41223,2023-01-26T19:30:00Z,179.62,0.0,2271.3025945,2412.3003708,555.224,205.0,0.0,146.12
41224,2023-01-26T20:00:00Z,181.27,0.0,2271.3025945,2412.3003708,648.924,118.1,0.0,132.57
41225,2023-01-26T20:30:00Z,157.15,0.0,2271.3025945,2412.3003708,684.524,114.0,0.0,132.57
41226,2023-01-26T21:00:00Z,156.14,0.0,2271.3025945,2412.3003708,766.164,114.0,0.0,123.95
41227,2023-01-26T21:30:00Z,136.92,0.0,2271.3025945,2412.3003708,816.864,114.0,0.0,123.95
41228,2023-01-26T22:00:00Z,137.54,0.0,2271.3025945,2412.3003708,1059.464,114.0,0.0,130.54
41229,2023-01-26T22:30:00Z,138.13,0.0,2271.3025945,2412.3003708,1130.944,112.0,0.0,130.54
41230,2023-01-26T23:00:00Z,103.61,0.0,2271.3025945,2412.3003708,1138.704,110.11,0.0,130.09
41231,2023-01-26T23:30:00Z,113.06,0.0,2271.3025945,2412.3003708,1114.964,110.11,0.0,130.09
41232,2023-01-27T00:00:00Z,144.71,0.0,2271.3025945,2412.3003708,1089.724,245.0,0.0,127.19
41233,2023-01-27T00:30:00Z,170.86,0.0,2271.8452429,2412.8958877,963.444,255.0,0.0,127.19
41234,2023-01-27T01:00:00Z,149.38,0.0,2271.8452429,2412.8958877,904.064,177.5,0.0,122.07
41235,2023-01-27T01:30:00Z,138.96,0.0,2271.8452429,2412.8958877,877.124,106.0,0.0,122.07
41236,2023-01-27T02:00:00Z,131.93,0.0,2271.8452429,2412.8958877,952.944,105.11,0.0,121.64
41237,2023-01-27T02:30:00Z,128.46,0.0,2271.8452429,2412.8958877,914.744,105.11,0.0,121.64
41238,2023-01-27T03:00:00Z,130.63,0.0,2271.8452429,2412.8958877,821.664,105.5,0.0,123.06
41239,2023-01-27T03:30:00Z,123.62,0.0,2271.8452429,2412.8958877,792.664,105.5,0.0,123.06
41240,2023-01-27T04:00:00Z,135.33,0.0,2271.8452429,2412.8958877,763.524,105.5,0.0,134.27
41241,2023-01-27T04:30:00Z,129.88,0.0,2271.8452429,2412.8958877,633.024,105.5,0.0,134.27
41242,2023-01-27T05:00:00Z,136.35,0.0,2271.8452429,2412.8958877,524.824,111.0,0.0,158.1
41243,2023-01-27T05:30:00Z,131.82,0.0,2271.8452429,2412.8958877,464.744,106.0,0.0,158.1
41244,2023-01-27T06:00:00Z,151.13,0.0,2271.8452429,2412.8958877,355.324,205.0,0.0,177.16
41245,2023-01-27T06:30:00Z,137.21,0.0,2271.8452429,2412.8958877,268.404,118.1,0.0,177.16
41246,2023-01-27T07:00:00Z,133.8,0.0,2271.8452429,2412.8958877,200.324,112.1,0.0,187.08
41247,2023-01-27T07:30:00Z,188.93,0.0,2271.8452429,2412.8958877,156.804,255.0,0.0,187.08
41248,2023-01-27T08:00:00Z,165.39,3.4310777,2271.8452429,2412.8958877,110.684,112.0,0.0,183.96
41249,2023-01-27T08:30:00Z,179.15,55.7079228,2271.8452429,2412.8958877,78.164,255.0,0.0,183.96
41250,2023-01-27T09:00:00Z,181.09,128.117251,2271.8452429,2412.8958877,70.364,255.0,0.0,181.31
41251,2023-01-27T09:30:00Z,179.04,229.41676,2271.8452429,2412.8958877,71.884,255.0,0.0,181.31
41252,2023-01-27T10:00:00Z,169.96,368.841373,2271.8452429,2412.8958877,66.084,255.0,0.0,174.91
41253,2023-01-27T10:30:00Z,164.56,525.01294,2271.8452429,2412.8958877,52.884,255.0,0.0,174.91
41254,2023-01-27T11:00:00Z,166.23,581.198997,2271.8452429,2412.8958877,39.324,112.0,0.0,168.51
41255,2023-01-27T11:30:00Z,152.9,680.14213,2271.8452429,2412.8958877,36.188,112.0,0.0,168.51
41256,2023-01-27T12:00:00Z,156.43,592.548234,2271.8452429,2412.8958877,24.458,112.01,0.0,166.84
41257,2023-01-27T12:30:00Z,155.71,624.262523,2271.8452429,2412.8958877,43.402,112.01,0.0,166.84
41258,2023-01-27T13:00:00Z,171.34,625.24573,2271.8452429,2412.8958877,43.504,112.05,0.0,167.0
41259,2023-01-27T13:30:00Z,155.07,493.794235,2271.8452429,2412.8958877,37.832,112.05,0.0,167.0
41260,2023-01-27T14:00:00Z,160.1,415.691037,2271.8452429,2412.8958877,22.346,112.1,0.0,169.85
41261,2023-01-27T14:30:00Z,158.28,291.504053,2271.8452429,2412.8958877,12.086,112.05,0.0,169.85
41262,2023-01-27T15:00:00Z,153.87,197.09222,2271.8452429,2412.8958877,1.56,112.01,0.0,181.4
41263,2023-01-27T15:30:00Z,159.55,86.5655223,2271.8452429,2412.8958877,0.022,112.01,0.0,181.4
41264,2023-01-27T16:00:00Z,151.51,19.2406454,2271.8452429,2412.8958877,0.0,112.01,0.0,193.21
41265,2023-01-27T16:30:00Z,167.21,0.0698053339513,2271.8452429,2412.8958877,0.0,115.0,0.0,193.21
41266,2023-01-27T17:00:00Z,165.69,0.0,2271.8452429,2412.8958877,0.0,166.22,0.0,185.46
41267,2023-01-27T17:30:00Z,166.69,0.0,2271.8452429,2412.8958877,0.0,166.22,0.0,185.46
41268,2023-01-27T18:00:00Z,175.65,0.0,2271.8452429,2412.8958877,0.0,272.0,0.0,173.65
41269,2023-01-27T18:30:00Z,171.96,0.0,2271.8452429,2412.8958877,0.0,272.0,0.0,173.65
41270,2023-01-27T19:00:00Z,169.43,0.0,2271.8452429,2412.8958877,0.0,115.0,0.0,156.16
41271,2023-01-27T19:30:00Z,142.58,0.0,2271.8452429,2412.8958877,0.0,218.0,0.0,156.16
41272,2023-01-27T20:00:00Z,155.69,0.0,2271.8452429,2412.8958877,12.338,242.0,0.0,146.4
41273,2023-01-27T20:30:00Z,136.51,0.0,2271.8452429,2412.8958877,9.428,115.0,0.0,146.4
41274,2023-01-27T21:00:00Z,154.09,0.0,2271.8452429,2412.8958877,0.0,250.0,0.0,133.51
41275,2023-01-27T21:30:00Z,138.94,0.0,2271.8452429,2412.8958877,0.0,215.0,0.0,133.51
41276,2023-01-27T22:00:00Z,153.21,0.0,2271.8452429,2412.8958877,5.394,112.12,0.0,134.59
41277,2023-01-27T22:30:00Z,137.99,0.0,2271.8452429,2412.8958877,25.742,112.0,0.0,134.59
41278,2023-01-27T23:00:00Z,130.59,0.0,2271.8452429,2412.8958877,26.77,112.12,0.0,129.24
41279,2023-01-27T23:30:00Z,139.74,0.0,2271.8452429,2412.8958877,31.68,112.12,0.0,129.24
41280,2023-01-28T00:00:00Z,130.28,0.0,2271.8452429,2412.8958877,47.726,112.12,0.0,122.99
41281,2023-01-28T00:30:00Z,140.97,0.0,2271.8452429,2412.8958877,35.02,112.12,0.0,122.99
41282,2023-01-28T01:00:00Z,133.14,0.0,2271.9181923,2413.0216904,40.524,112.5,0.0,119.24
41283,2023-01-28T01:30:00Z,133.13,0.0,2271.9181923,2413.0216904,66.824,112.12,0.0,119.24
41284,2023-01-28T02:00:00Z,132.32,0.0,2271.9181923,2413.0216904,93.142,112.5,0.0,117.54
41285,2023-01-28T02:30:00Z,134.89,0.0,2271.9181923,2413.0216904,77.022,175.0,0.0,117.54
41286,2023-01-28T03:00:00Z,115.73,0.0,2271.9181923,2413.0216904,85.264,112.12,0.0,115.75
41287,2023-01-28T03:30:00Z,0.0,0.0,2271.9181923,2413.0216904,86.664,112.12,0.0,115.75
41288,2023-01-28T04:00:00Z,0.0,0.0,2271.9181923,2413.0216904,125.384,112.12,0.0,116.87
41289,2023-01-28T04:30:00Z,115.3,0.0,2271.9181923,2413.0216904,127.244,112.12,0.0,116.87
41290,2023-01-28T05:00:00Z,142.4,0.0,2271.9181923,2413.0216904,152.784,111.0,0.0,127.97
41291,2023-01-28T05:30:00Z,0.0,0.0,2271.9181923,2413.0216904,226.404,100.0,0.0,127.97
41292,2023-01-28T06:00:00Z,0.0,0.0,2271.9181923,2413.0216904,139.384,112.0,0.0,131.19
41293,2023-01-28T06:30:00Z,0.0,0.0,2271.9181923,2413.0216904,66.884,90.0,0.0,131.19
41294,2023-01-28T07:00:00Z,0.0,0.0,2271.9181923,2413.0216904,77.024,112.12,0.0,146.83
41295,2023-01-28T07:30:00Z,0.0,0.00452920940434,2271.9181923,2413.0216904,82.858,112.0,0.0,146.83
41296,2023-01-28T08:00:00Z,115.76,3.34533536,2271.9181923,2413.0216904,55.612,100.0,0.0,154.08
41297,2023-01-28T08:30:00Z,130.44,24.2252012,2271.9181923,2413.0216904,20.24,112.12,0.0,154.08
41298,2023-01-28T09:00:00Z,112.81,70.2116482,2271.9181923,2413.0216904,7.666,104.0,0.0,151.83
41299,2023-01-28T09:30:00Z,124.68,133.732328,2271.9181923,2413.0216904,0.0,112.2,0.0,151.83
41300,2023-01-28T10:00:00Z,139.59,242.353809,2271.9181923,2413.0216904,4.274,106.01,0.0,144.66
41301,2023-01-28T10:30:00Z,141.66,332.551142,2271.9181923,2413.0216904,22.996,106.01,0.0,144.66
41302,2023-01-28T11:00:00Z,140.16,395.075472,2271.9181923,2413.0216904,43.484,219.0,0.0,137.94
41303,2023-01-28T11:30:00Z,142.32,384.330777,2271.9181923,2413.0216904,38.924,219.0,0.0,137.94
41304,2023-01-28T12:00:00Z,143.74,401.326252,2271.9181923,2413.0216904,45.164,219.0,0.0,135.13
41305,2023-01-28T12:30:00Z,144.59,344.651798,2271.9181923,2413.0216904,47.244,219.0,0.0,135.13
41306,2023-01-28T13:00:00Z,139.72,302.947123,2271.9181923,2413.0216904,40.0,219.0,0.0,136.41
41307,2023-01-28T13:30:00Z,144.79,230.189987,2271.9181923,2413.0216904,55.1,219.0,0.0,136.41
41308,2023-01-28T14:00:00Z,151.33,136.807289,2271.9181923,2413.0216904,24.902,219.0,0.0,143.09
41309,2023-01-28T14:30:00Z,145.65,74.509246,2271.9181923,2413.0216904,24.12,219.0,0.0,143.09
41310,2023-01-28T15:00:00Z,154.49,48.0288793,2271.9181923,2413.0216904,27.846,219.0,0.0,161.28
41311,2023-01-28T15:30:00Z,165.79,17.9143666,2271.9181923,2413.0216904,20.308,235.0,0.0,161.28
41312,2023-01-28T16:00:00Z,146.66,2.05169511,2271.9181923,2413.0216904,16.702,235.0,0.0,180.87
41313,2023-01-28T16:30:00Z,173.85,0.03826357894404,2271.9181923,2413.0216904,20.748,112.6,0.0,180.87
41314,2023-01-28T17:00:00Z,172.13,0.0,2271.9181923,2413.0216904,31.322,235.0,0.0,175.48
41315,2023-01-28T17:30:00Z,168.28,0.0,2271.9181923,2413.0216904,50.958,112.65,0.0,175.48
41316,2023-01-28T18:00:00Z,175.09,0.0,2271.9181923,2413.0216904,102.522,235.0,0.0,155.16
41317,2023-01-28T18:30:00Z,145.24,0.0,2271.9181923,2413.0216904,144.242,190.0,0.0,155.16
41318,2023-01-28T19:00:00Z,181.58,0.0,2271.9181923,2413.0216904,155.102,235.0,0.0,140.01
41319,2023-01-28T19:30:00Z,130.46,0.0,2271.9181923,2413.0216904,119.542,112.6,0.0,140.01
41320,2023-01-28T20:00:00Z,161.46,0.0,2271.9181923,2413.0216904,133.742,225.0,0.0,135.53
41321,2023-01-28T20:30:00Z,129.28,0.0,2271.9181923,2413.0216904,152.182,112.75,0.0,135.53
41322,2023-01-28T21:00:00Z,149.11,0.0,2271.9181923,2413.0216904,182.102,180.0,0.0,132.14
41323,2023-01-28T21:30:00Z,145.34,0.0,2271.9181923,2413.0216904,218.882,113.0,0.0,132.14
41324,2023-01-28T22:00:00Z,146.48,0.0,2271.9181923,2413.0216904,316.342,112.75,0.0,170.83
41325,2023-01-28T22:30:00Z,146.8,0.0,2271.9181923,2413.0216904,402.262,112.75,0.0,170.83
41326,2023-01-28T23:00:00Z,127.82,0.0,2271.9181923,2413.0216904,486.182,113.0,0.0,161.34
41327,2023-01-28T23:30:00Z,140.51,0.0,2271.9181923,2413.0216904,561.442,138.8,0.0,161.34
41328,2023-01-29T00:00:00Z,124.05,0.0,2271.8918172,2413.0481534,583.722,91.2,0.0,162.28
41329,2023-01-29T00:30:00Z,132.95,0.0,2271.8918172,2413.0481534,542.622,91.2,0.0,162.28
41330,2023-01-29T01:00:00Z,131.53,0.0,2271.8918172,2413.0481534,412.722,100.0,0.0,144.32
41331,2023-01-29T01:30:00Z,124.33,0.0,2271.8918172,2413.0481534,319.762,55.0,0.0,144.32
41332,2023-01-29T02:00:00Z,116.56,0.0,2271.8918172,2413.0481534,438.402,55.0,0.0,134.19
41333,2023-01-29T02:30:00Z,118.34,0.0,2271.8918172,2413.0481534,589.422,51.0,0.0,134.19
41334,2023-01-29T03:00:00Z,105.14,0.0,2271.8918172,2413.0481534,656.142,50.0,0.0,129.2
41335,2023-01-29T03:30:00Z,105.3,0.0,2271.8918172,2413.0481534,743.922,50.0,0.0,129.2
41336,2023-01-29T04:00:00Z,98.78,0.0,2271.8918172,2413.0481534,799.322,1.0,0.0,126.26
41337,2023-01-29T04:30:00Z,91.92,0.0,2271.8918172,2413.0481534,807.342,1.0,0.0,126.26
41338,2023-01-29T05:00:00Z,103.52,0.0,2271.8918172,2413.0481534,857.722,50.0,0.0,139.24
41339,2023-01-29T05:30:00Z,94.49,0.0,2271.8918172,2413.0481534,837.282,0.0,0.0,139.24
41340,2023-01-29T06:00:00Z,99.65,0.0,2271.8918172,2413.0481534,816.382,10.0,0.0,129.25
41341,2023-01-29T06:30:00Z,92.11,0.0,2271.8918172,2413.0481534,872.502,11.0,0.0,129.25
41342,2023-01-29T07:00:00Z,108.57,0.0,2271.8918172,2413.0481534,934.942,170.0,0.0,145.06
41343,2023-01-29T07:30:00Z,122.48,0.01474918711,2271.8918172,2413.0481534,989.142,170.0,0.0,145.06
41344,2023-01-29T08:00:00Z,116.78,17.3507761,2271.8918172,2413.0481534,1019.682,50.0,0.0,152.02
41345,2023-01-29T08:30:00Z,123.02,52.487123,2271.8918172,2413.0481534,1028.342,173.5,0.0,152.02
41346,2023-01-29T09:00:00Z,134.52,98.315833,2271.8918172,2413.0481534,1102.382,173.5,0.0,150.44
41347,2023-01-29T09:30:00Z,146.18,137.03913,2271.8918172,2413.0481534,1125.262,174.0,0.0,150.44
41348,2023-01-29T10:00:00Z,141.65,168.526003,2271.8918172,2413.0481534,1154.36,173.5,0.0,139.73
41349,2023-01-29T10:30:00Z,141.96,193.592225,2271.8918172,2413.0481534,1163.764,173.5,0.0,139.73
41350,2023-01-29T11:00:00Z,148.12,251.452327,2271.8918172,2413.0481534,1182.462,51.0,0.0,134.65
41351,2023-01-29T11:30:00Z,137.15,312.046621,2271.8918172,2413.0481534,1189.762,45.0,0.0,134.65
41352,2023-01-29T12:00:00Z,107.71,351.199504,2271.8918172,2413.0481534,1189.402,1.11,0.0,125.42
41353,2023-01-29T12:30:00Z,95.54,402.662919,2271.8918172,2413.0481534,1183.022,1.0,0.0,125.42
41354,2023-01-29T13:00:00Z,107.47,394.170974,2271.8918172,2413.0481534,1183.762,0.75,0.0,122.26
41355,2023-01-29T13:30:00Z,89.66,370.164544,2271.8918172,2413.0481534,1189.802,0.0,0.0,122.26
41356,2023-01-29T14:00:00Z,97.47,371.415756,2271.8918172,2413.0481534,1190.862,5.0,0.0,118.39
41357,2023-01-29T14:30:00Z,107.16,332.120394,2271.8918172,2413.0481534,1187.522,176.0,0.0,118.39
41358,2023-01-29T15:00:00Z,94.24,195.8822941,2271.8918172,2413.0481534,1186.602,0.0,0.0,138.0
41359,2023-01-29T15:30:00Z,105.16,91.647203,2271.8918172,2413.0481534,1186.922,105.16,0.0,138.0
41360,2023-01-29T16:00:00Z,95.19,21.3700854,2271.8918172,2413.0481534,1187.222,95.19,0.0,164.65
41361,2023-01-29T16:30:00Z,128.27,0.116666769,2271.8918172,2413.0481534,1186.842,128.27,0.0,164.65
41362,2023-01-29T17:00:00Z,130.85,0.0,2271.8918172,2413.0481534,1186.602,180.0,0.0,161.57
41363,2023-01-29T17:30:00Z,143.16,0.0,2271.8918172,2413.0481534,1187.042,187.0,0.0,161.57
41364,2023-01-29T18:00:00Z,152.5,0.0,2271.8918172,2413.0481534,1186.942,189.0,0.0,141.07
41365,2023-01-29T18:30:00Z,141.92,0.0,2271.8918172,2413.0481534,1187.202,188.0,0.0,141.07
41366,2023-01-29T19:00:00Z,150.71,0.0,2271.8918172,2413.0481534,1187.082,187.0,0.0,121.56
41367,2023-01-29T19:30:00Z,142.36,0.0,2271.8918172,2413.0481534,1187.122,180.0,0.0,121.56
41368,2023-01-29T20:00:00Z,137.84,0.0,2271.8918172,2413.0481534,1187.042,16.01,0.0,109.48
41369,2023-01-29T20:30:00Z,131.48,0.0,2271.8918172,2413.0481534,1187.282,178.0,0.0,109.48
41370,2023-01-29T21:00:00Z,135.52,0.0,2271.8918172,2413.0481534,1187.162,16.01,0.0,84.26
41371,2023-01-29T21:30:00Z,109.27,0.0,2271.8918172,2413.0481534,1187.122,16.01,0.0,84.26
41372,2023-01-29T22:00:00Z,135.94,0.0,2271.8918172,2413.0481534,1187.002,169.0,0.0,87.79
41373,2023-01-29T22:30:00Z,124.33,0.0,2271.8918172,2413.0481534,1187.102,18.01,0.0,87.79
41374,2023-01-29T23:00:00Z,105.08,0.0,2271.8918172,2413.0481534,1187.362,169.0,0.0,79.33
41375,2023-01-29T23:30:00Z,86.21,0.0,2271.8918172,2413.0481534,1187.122,86.21,0.0,79.33
41376,2023-01-30T00:00:00Z,96.94,0.0,2272.3531908,2413.5623965,1187.242,169.0,0.0,71.97
41377,2023-01-30T00:30:00Z,132.26,0.0,2272.3531908,2413.5623965,1187.162,169.0,0.0,71.97
41378,2023-01-30T01:00:00Z,118.92,0.0,2272.3531908,2413.5623965,1187.162,169.0,0.0,56.67
41379,2023-01-30T01:30:00Z,115.81,0.0,2272.3531908,2413.5623965,1187.162,169.0,0.0,56.67
41380,2023-01-30T02:00:00Z,110.48,0.0,2272.3531908,2413.5623965,1187.442,110.48,0.0,44.77
41381,2023-01-30T02:30:00Z,91.86,0.0,2272.3531908,2413.5623965,1187.222,91.86,0.0,44.77
41382,2023-01-30T03:00:00Z,108.62,0.0,2272.3531908,2413.5623965,1186.982,169.0,0.0,48.24
41383,2023-01-30T03:30:00Z,108.11,0.0,2272.3531908,2413.5623965,1187.242,169.0,0.0,48.24
41384,2023-01-30T04:00:00Z,113.33,0.0,2272.3531908,2413.5623965,1186.722,169.0,0.0,97.25
41385,2023-01-30T04:30:00Z,121.86,0.0,2272.3531908,2413.5623965,1187.062,169.0,0.0,97.25
41386,2023-01-30T05:00:00Z,127.27,0.0,2272.3531908,2413.5623965,1186.982,150.0,0.0,135.68
41387,2023-01-30T05:30:00Z,138.61,0.0,2272.3531908,2413.5623965,1187.102,169.0,0.0,135.68
41388,2023-01-30T06:00:00Z,159.41,0.0,2272.3531908,2413.5623965,1187.062,169.0,0.0,137.55
41389,2023-01-30T06:30:00Z,141.04,0.0,2272.3531908,2413.5623965,1187.242,169.0,0.0,137.55
41390,2023-01-30T07:00:00Z,155.2,0.0,2272.3531908,2413.5623965,1187.062,97.0,0.0,149.64
41391,2023-01-30T07:30:00Z,172.47,0.02908038226,2272.3531908,2413.5623965,1187.162,180.7,0.0,149.64
41392,2023-01-30T08:00:00Z,164.03,44.1461243,2272.3531908,2413.5623965,1187.322,189.5504,0.0,140.84
41393,2023-01-30T08:30:00Z,188.0,149.0664273,2272.3531908,2413.5623965,1187.204,187.29,0.0,140.84
41394,2023-01-30T09:00:00Z,170.15,323.05633,2272.3531908,2413.5623965,1187.382,185.0,0.0,142.89
41395,2023-01-30T09:30:00Z,170.75,538.810109,2272.3531908,2413.5623965,1187.362,185.0,0.0,142.89
41396,2023-01-30T10:00:00Z,152.22,714.795198,2272.3531908,2413.5623965,1187.182,97.65,0.0,140.02
41404,2023-01-30T14:00:00Z,135.12,728.262959,2272.3531908,2413.5623965,1173.442,177.0,0.0,144.52
41405,2023-01-30T14:30:00Z,140.77,531.977939,2272.3531908,2413.5623965,1173.202,215.0,0.0,144.52
41406,2023-01-30T15:00:00Z,152.56,338.861921,2272.3531908,2413.5623965,1169.464,177.0,0.0,161.18
41407,2023-01-30T15:30:00Z,175.0,164.19608,2272.3531908,2413.5623965,1151.602,100.0,0.0,161.18
41408,2023-01-30T16:00:00Z,157.36,36.1793359,2272.3531908,2413.5623965,1114.022,99.5,0.0,190.2
41409,2023-01-30T16:30:00Z,180.93,0.887058486,2272.3531908,2413.5623965,1065.884,99.77,0.0,190.2
41410,2023-01-30T17:00:00Z,194.48,0.0,2272.3531908,2413.5623965,969.824,115.0,0.0,189.35
41411,2023-01-30T17:30:00Z,194.18,0.0,2272.3531908,2413.5623965,844.284,115.0,0.0,189.35
41412,2023-01-30T18:00:00Z,207.9,0.0,2272.3531908,2413.5623965,767.984,232.0,0.0,167.09
41413,2023-01-30T18:30:00Z,188.69,0.0,2272.3531908,2413.5623965,646.424,232.0,0.0,167.09
41414,2023-01-30T19:00:00Z,172.84,0.0,2272.3531908,2413.5623965,464.342,241.5,0.0,142.32
41415,2023-01-30T19:30:00Z,160.08,0.0,2272.3531908,2413.5623965,281.084,232.0,0.0,142.32
41416,2023-01-30T20:00:00Z,178.91,0.0,2272.3531908,2413.5623965,237.924,215.0,0.0,141.46
41417,2023-01-30T20:30:00Z,149.69,0.0,2272.3531908,2413.5623965,305.824,101.0,0.0,141.46
41418,2023-01-30T21:00:00Z,142.95,0.0,2272.3531908,2413.5623965,463.022,99.4,0.0,122.95
41419,2023-01-30T21:30:00Z,134.26,0.0,2272.3531908,2413.5623965,505.884,100.0,0.0,122.95
41420,2023-01-30T22:00:00Z,136.88,0.0,2272.3531908,2413.5623965,477.202,30.0,0.0,136.11
41421,2023-01-30T22:30:00Z,133.73,0.0,2272.3531908,2413.5623965,650.464,95.0,0.0,136.11
41422,2023-01-30T23:00:00Z,145.68,0.0,2272.3531908,2413.5623965,790.782,179.0,0.0,126.95
41423,2023-01-30T23:30:00Z,137.64,0.0,2272.3531908,2413.5623965,861.944,55.0,0.0,126.95
41424,2023-01-31T00:00:00Z,139.14,0.0,2272.3531908,2413.5623965,952.242,179.0,0.0,120.27
41425,2023-01-31T00:30:00Z,137.88,0.0,2272.9143963,2414.1765096,1130.124,179.0,0.0,120.27
41426,2023-01-31T01:00:00Z,121.15,0.0,2272.9143963,2414.1765096,1169.462,1.25,0.0,97.8
41427,2023-01-31T01:30:00Z,79.4,0.0,2272.9143963,2414.1765096,1174.042,0.0,0.0,97.8
41428,2023-01-31T02:00:00Z,97.48,0.0,2272.9143963,2414.1765096,1174.462,179.0,0.0,84.49
41429,2023-01-31T02:30:00Z,82.53,0.0,2272.9143963,2414.1765096,1171.142,173.0,0.0,84.49
41430,2023-01-31T03:00:00Z,77.35,0.0,2272.9143963,2414.1765096,1172.382,173.0,0.0,84.89
41431,2023-01-31T03:30:00Z,69.28,0.0,2272.9143963,2414.1765096,1173.942,172.0,0.0,84.89
41432,2023-01-31T04:00:00Z,73.95,0.0,2272.9143963,2414.1765096,1174.142,73.95,0.0,104.52
41433,2023-01-31T04:30:00Z,64.22,0.0,2272.9143963,2414.1765096,1173.962,64.22,0.0,104.52
41434,2023-01-31T05:00:00Z,76.03,0.0,2272.9143963,2414.1765096,1173.882,76.03,0.0,137.1
41435,2023-01-31T05:30:00Z,116.75,0.0,2272.9143963,2414.1765096,1173.822,179.0,0.0,137.1
41436,2023-01-31T06:00:00Z,139.73,0.0,2272.9143963,2414.1765096,1173.982,179.0,0.0,151.25
41437,2023-01-31T06:30:00Z,137.33,0.0,2272.9143963,2414.1765096,1173.762,179.0,0.0,151.25
41438,2023-01-31T07:00:00Z,133.65,0.0,2272.9143963,2414.1765096,1173.762,178.78,0.0,158.13
41439,2023-01-31T07:30:00Z,153.34,0.4349646505,2272.9143963,2414.1765096,1173.622,183.0,0.0,158.13
41440,2023-01-31T08:00:00Z,148.0,41.2010875076,2272.9143963,2414.1765096,1169.98,183.0,0.0,150.17
41441,2023-01-31T08:30:00Z,157.87,102.7021321,2272.9143963,2414.1765096,1170.762,182.9,0.0,150.17
41442,2023-01-31T09:00:00Z,144.86,134.0392519,2272.9143963,2414.1765096,1170.062,182.9,0.0,142.47
41443,2023-01-31T09:30:00Z,130.35,326.424627,2272.9143963,2414.1765096,1171.742,182.9,0.0,142.47
41444,2023-01-31T10:00:00Z,135.52,447.918819,2272.9143963,2414.1765096,1173.76,183.0,0.0,133.06
41445,2023-01-31T10:30:00Z,137.83,641.306754,2272.9143963,2414.1765096,1173.782,183.0,0.0,133.06
41446,2023-01-31T11:00:00Z,135.4,799.701201,2272.9143963,2414.1765096,1173.602,180.0,0.0,126.29
41447,2023-01-31T11:30:00Z,132.54,783.756549,2272.9143963,2414.1765096,1173.644,180.0,0.0,126.29
41448,2023-01-31T12:00:00Z,121.0,671.465342,2272.9143963,2414.1765096,1173.764,180.0,0.0,122.56
41449,2023-01-31T12:30:00Z,123.31,638.151282,2272.9143963,2414.1765096,1173.324,179.0,0.0,122.56
41450,2023-01-31T13:00:00Z,119.25,778.871128,2272.9143963,2414.1765096,1173.502,91.0,0.0,125.92
41451,2023-01-31T13:30:00Z,118.63,737.026886,2272.9143963,2414.1765096,1173.702,90.0,0.0,125.92
41452,2023-01-31T14:00:00Z,115.2,548.069861,2272.9143963,2414.1765096,1173.624,90.0,0.0,124.59
41453,2023-01-31T14:30:00Z,114.73,431.543999,2272.9143963,2414.1765096,1173.662,90.0,0.0,124.59
41454,2023-01-31T15:00:00Z,120.89,296.705969,2272.9143963,2414.1765096,1171.342,90.0,0.0,143.58
41455,2023-01-31T15:30:00Z,119.14,163.346116,2272.9143963,2414.1765096,1168.282,90.0,0.0,143.58
41456,2023-01-31T16:00:00Z,126.37,43.670261,2272.9143963,2414.1765096,1168.982,198.0,0.0,166.92
41457,2023-01-31T16:30:00Z,139.01,1.719209743933,2272.9143963,2414.1765096,1168.242,205.0,0.0,166.92
